HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username,NumberOfSimilarHITs,Description,RequesterAnnotation,AutoApprovalDelayInSeconds,Last30DaysApprovalRate,AutoApprovalTime,LifetimeInSeconds,Reward,RequesterFeedback,Approve,ApprovalTime,Last7DaysApprovalRate,RejectionTime,AssignmentStatus,LifetimeApprovalRate,Input.question_id,Reject,Keywords,Expiration
476692,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22191,52,Thu Feb 24 13:11:40 UTC 2022,Thu Feb 24 13:12:22 UTC 2022,42,"[[{""id"": ""g0.0"", ""content"": ""cup plate""}, {""id"": ""g0.1"", ""content"": ""beside cup""}], [{""id"": ""g1.0"", ""content"": ""next to tea""}, {""id"": ""g1.1"", ""content"": ""next to coffee""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g2.1"", ""content"": ""by coffee""}], [{""id"": ""g3.0"", ""content"": ""saucer""}], [{""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}]]","[""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170107.jpg""","""Where is a spoon?""","[[{""id"":""g2.1"",""content"":""by coffee""},{""id"":""g2.0"",""content"":""by coffee mug""},{""id"":""g0.1"",""content"":""beside cup""},{""id"":""g1.0"",""content"":""next to tea""},{""id"":""g1.1"",""content"":""next to coffee""}],[{""id"":""g0.0"",""content"":""cup plate""},{""id"":""g4.1"",""content"":""on plate by teacup""},{""id"":""g4.0"",""content"":""on saucer""},{""id"":""g3.0"",""content"":""saucer""}]]","[""What is the spoon next to?"",""What is the spoon on?""]",false,,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476692,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:07 PDT 2022,10,3600,32ZKVD547GSZOJRXD61N6VGGDPS3BH,A2L9763BW12NLA,Fri Apr 08 16:21:56 PDT 2022,Fri Apr 08 16:22:01 PDT 2022,5,"[[{""id"": ""g0.0"", ""content"": ""beside cup""}, {""id"": ""g0.1"", ""content"": ""cup plate""}], [{""id"": ""g1.0"", ""content"": ""next to coffee""}, {""id"": ""g1.1"", ""content"": ""next to tea""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g2.1"", ""content"": ""by coffee""}], [{""id"": ""g3.0"", ""content"": ""saucer""}], [{""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}]]","[""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170107.jpg""","""Where is a spoon?""","[[{""id"":""g0.0"",""content"":""beside cup""},{""id"":""g0.1"",""content"":""cup plate""}],[{""id"":""g1.0"",""content"":""next to coffee""},{""id"":""g1.1"",""content"":""next to tea""}],[{""id"":""g2.0"",""content"":""by coffee mug""},{""id"":""g2.1"",""content"":""by coffee""}],[{""id"":""g3.0"",""content"":""saucer""}],[{""id"":""g4.0"",""content"":""on saucer""},{""id"":""g4.1"",""content"":""on plate by teacup""}]]","[""Where is a spoon?"",""Where is a spoon?"",""Where is a spoon?"",""Where is a spoon?"",""Where is a spoon?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:22:01 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),170107002,,"images, questions, language",Fri Apr 15 12:36:07 PDT 2022
476692,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22352,141,Sat Feb 26 20:32:43 UTC 2022,Sat Feb 26 20:34:00 UTC 2022,77,"[[{""id"": ""g0.0"", ""content"": ""cup plate""}, {""id"": ""g0.1"", ""content"": ""beside cup""}], [{""id"": ""g1.0"", ""content"": ""next to tea""}, {""id"": ""g1.1"", ""content"": ""next to coffee""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g2.1"", ""content"": ""by coffee""}], [{""id"": ""g3.0"", ""content"": ""saucer""}], [{""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}]]","[""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170107.jpg""","""Where is a spoon?""","[[{""id"":""g2.0"",""content"":""by coffee mug""},{""id"":""g0.1"",""content"":""beside cup""},{""id"":""g1.0"",""content"":""next to tea""},{""id"":""g2.1"",""content"":""by coffee""},{""id"":""g1.1"",""content"":""next to coffee""}],[{""id"":""g3.0"",""content"":""saucer""},{""id"":""g4.0"",""content"":""on saucer""},{""id"":""g4.1"",""content"":""on plate by teacup""},{""id"":""g0.0"",""content"":""cup plate""}]]","[""The spoon is to the left of what?"",""What is the spoon on?""]",false,,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476692,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22461,139,Wed Mar 02 19:02:46 UTC 2022,Wed Mar 02 19:03:00 UTC 2022,14,"[[{""id"": ""g0.0"", ""content"": ""cup plate""}, {""id"": ""g0.1"", ""content"": ""beside cup""}], [{""id"": ""g1.0"", ""content"": ""next to tea""}, {""id"": ""g1.1"", ""content"": ""next to coffee""}], [{""id"": ""g2.0"", ""content"": ""by coffee mug""}, {""id"": ""g2.1"", ""content"": ""by coffee""}], [{""id"": ""g3.0"", ""content"": ""saucer""}], [{""id"": ""g4.0"", ""content"": ""on saucer""}, {""id"": ""g4.1"", ""content"": ""on plate by teacup""}]]","[""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?"", ""Where is a spoon?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000170107.jpg""","""Where is a spoon?""","[[{""id"":""g0.0"",""content"":""cup plate""},{""id"":""g0.1"",""content"":""beside cup""}],[{""id"":""g1.0"",""content"":""next to tea""},{""id"":""g1.1"",""content"":""next to coffee""}],[{""id"":""g2.0"",""content"":""by coffee mug""},{""id"":""g2.1"",""content"":""by coffee""}],[{""id"":""g3.0"",""content"":""saucer""}],[{""id"":""g4.0"",""content"":""on saucer""},{""id"":""g4.1"",""content"":""on plate by teacup""}]]","[""Where is a spoon?"",""Where is a spoon?"",""Where is a spoon?"",""Where is a spoon?"",""Where is a spoon?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476693,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22192,52,Thu Feb 24 13:12:22 UTC 2022,Thu Feb 24 13:12:33 UTC 2022,11,"[[{""id"": ""g0.0"", ""content"": ""ground""}], [{""id"": ""g1.0"", ""content"": ""sidewalk""}, {""id"": ""g1.1"", ""content"": ""on sidewalk""}], [{""id"": ""g2.0"", ""content"": ""road""}], [{""id"": ""g3.0"", ""content"": ""on floor""}, {""id"": ""g3.1"", ""content"": ""on carpeted floor""}], [{""id"": ""g4.0"", ""content"": ""floor""}]]","[""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000172475.jpg""","""Where are the bags placed?""","[[{""id"":""g0.0"",""content"":""ground""}],[{""id"":""g1.0"",""content"":""sidewalk""},{""id"":""g1.1"",""content"":""on sidewalk""}],[{""id"":""g2.0"",""content"":""road""}],[{""id"":""g3.0"",""content"":""on floor""},{""id"":""g3.1"",""content"":""on carpeted floor""}],[{""id"":""g4.0"",""content"":""floor""}]]","[""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476693,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:07 PDT 2022,10,3600,3IUZPWIU1PCX8KXFT3PIAVA3YCZWK4,A2L9763BW12NLA,Fri Apr 08 16:35:16 PDT 2022,Fri Apr 08 16:35:25 PDT 2022,9,"[[{""id"": ""g0.0"", ""content"": ""ground""}], [{""id"": ""g1.0"", ""content"": ""sidewalk""}, {""id"": ""g1.1"", ""content"": ""on sidewalk""}], [{""id"": ""g2.0"", ""content"": ""road""}], [{""id"": ""g3.0"", ""content"": ""on floor""}, {""id"": ""g3.1"", ""content"": ""on carpeted floor""}], [{""id"": ""g4.0"", ""content"": ""floor""}]]","[""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000172475.jpg""","""Where are the bags placed?""","[[{""id"":""g0.0"",""content"":""ground""}],[{""id"":""g1.0"",""content"":""sidewalk""},{""id"":""g1.1"",""content"":""on sidewalk""}],[{""id"":""g2.0"",""content"":""road""}],[{""id"":""g3.0"",""content"":""on floor""},{""id"":""g3.1"",""content"":""on carpeted floor""}],[{""id"":""g4.0"",""content"":""floor""}]]","[""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:35:25 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),172475009,,"images, questions, language",Fri Apr 15 12:36:07 PDT 2022
476693,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22354,141,Sat Feb 26 20:34:00 UTC 2022,Sat Feb 26 20:34:13 UTC 2022,13,"[[{""id"": ""g0.0"", ""content"": ""ground""}], [{""id"": ""g1.0"", ""content"": ""sidewalk""}, {""id"": ""g1.1"", ""content"": ""on sidewalk""}], [{""id"": ""g2.0"", ""content"": ""road""}], [{""id"": ""g3.0"", ""content"": ""on floor""}, {""id"": ""g3.1"", ""content"": ""on carpeted floor""}], [{""id"": ""g4.0"", ""content"": ""floor""}]]","[""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000172475.jpg""","""Where are the bags placed?""","[[{""id"":""g0.0"",""content"":""ground""}],[{""id"":""g1.0"",""content"":""sidewalk""},{""id"":""g1.1"",""content"":""on sidewalk""}],[{""id"":""g2.0"",""content"":""road""}],[{""id"":""g3.0"",""content"":""on floor""},{""id"":""g3.1"",""content"":""on carpeted floor""}],[{""id"":""g4.0"",""content"":""floor""}]]","[""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476693,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22462,139,Wed Mar 02 19:03:01 UTC 2022,Wed Mar 02 19:03:07 UTC 2022,6,"[[{""id"": ""g0.0"", ""content"": ""ground""}], [{""id"": ""g1.0"", ""content"": ""sidewalk""}, {""id"": ""g1.1"", ""content"": ""on sidewalk""}], [{""id"": ""g2.0"", ""content"": ""road""}], [{""id"": ""g3.0"", ""content"": ""on floor""}, {""id"": ""g3.1"", ""content"": ""on carpeted floor""}], [{""id"": ""g4.0"", ""content"": ""floor""}]]","[""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?"", ""Where are the bags placed?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000172475.jpg""","""Where are the bags placed?""","[[{""id"":""g0.0"",""content"":""ground""}],[{""id"":""g1.0"",""content"":""sidewalk""},{""id"":""g1.1"",""content"":""on sidewalk""}],[{""id"":""g2.0"",""content"":""road""}],[{""id"":""g3.0"",""content"":""on floor""},{""id"":""g3.1"",""content"":""on carpeted floor""}],[{""id"":""g4.0"",""content"":""floor""}]]","[""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?"",""Where are the bags placed?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476694,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22193,52,Thu Feb 24 13:12:33 UTC 2022,Thu Feb 24 13:12:43 UTC 2022,10,"[[{""id"": ""g0.0"", ""content"": ""orange""}, {""id"": ""g0.1"", ""content"": ""brown, white, orange""}], [{""id"": ""g1.0"", ""content"": ""colored""}, {""id"": ""g1.1"", ""content"": ""orange white brown""}, {""id"": ""g1.2"", ""content"": ""brown""}, {""id"": ""g1.3"", ""content"": ""white""}, {""id"": ""g1.4"", ""content"": ""orange and white""}]]","[""What color is the picture?"", ""What color is the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000174667.jpg""","""What color is the picture?""","[[{""id"":""g0.0"",""content"":""orange""},{""id"":""g0.1"",""content"":""brown, white, orange""}],[{""id"":""g1.0"",""content"":""colored""},{""id"":""g1.1"",""content"":""orange white brown""},{""id"":""g1.2"",""content"":""brown""},{""id"":""g1.3"",""content"":""white""},{""id"":""g1.4"",""content"":""orange and white""}]]","[""What color is the picture?"",""What color is the picture?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476694,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:07 PDT 2022,10,3600,358UUM7WR0845999BFQ3JRX00DKR7Q,A2L9763BW12NLA,Fri Apr 08 16:35:32 PDT 2022,Fri Apr 08 16:35:40 PDT 2022,8,"[[{""id"": ""g0.0"", ""content"": ""orange""}, {""id"": ""g0.1"", ""content"": ""brown, white, orange""}], [{""id"": ""g1.0"", ""content"": ""brown""}, {""id"": ""g1.1"", ""content"": ""orange white brown""}, {""id"": ""g1.2"", ""content"": ""orange and white""}, {""id"": ""g1.3"", ""content"": ""white""}, {""id"": ""g1.4"", ""content"": ""colored""}]]","[""What color is the picture?"", ""What color is the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000174667.jpg""","""What color is the picture?""","[[{""id"":""g0.0"",""content"":""orange""},{""id"":""g0.1"",""content"":""brown, white, orange""}],[{""id"":""g1.0"",""content"":""brown""},{""id"":""g1.1"",""content"":""orange white brown""},{""id"":""g1.2"",""content"":""orange and white""},{""id"":""g1.3"",""content"":""white""},{""id"":""g1.4"",""content"":""colored""}]]","[""What color is the picture?"",""What color is the picture?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:35:40 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),174667001,,"images, questions, language",Fri Apr 15 12:36:07 PDT 2022
476694,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22356,141,Sat Feb 26 20:34:13 UTC 2022,Sat Feb 26 20:34:21 UTC 2022,8,"[[{""id"": ""g0.0"", ""content"": ""orange""}, {""id"": ""g0.1"", ""content"": ""brown, white, orange""}], [{""id"": ""g1.0"", ""content"": ""colored""}, {""id"": ""g1.1"", ""content"": ""orange white brown""}, {""id"": ""g1.2"", ""content"": ""brown""}, {""id"": ""g1.3"", ""content"": ""white""}, {""id"": ""g1.4"", ""content"": ""orange and white""}]]","[""What color is the picture?"", ""What color is the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000174667.jpg""","""What color is the picture?""","[[{""id"":""g0.0"",""content"":""orange""},{""id"":""g0.1"",""content"":""brown, white, orange""}],[{""id"":""g1.0"",""content"":""colored""},{""id"":""g1.1"",""content"":""orange white brown""},{""id"":""g1.2"",""content"":""brown""},{""id"":""g1.3"",""content"":""white""},{""id"":""g1.4"",""content"":""orange and white""}]]","[""What color is the picture?"",""What color is the picture?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476694,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22463,139,Wed Mar 02 19:03:07 UTC 2022,Wed Mar 02 19:03:19 UTC 2022,12,"[[{""id"": ""g0.0"", ""content"": ""orange""}, {""id"": ""g0.1"", ""content"": ""brown, white, orange""}], [{""id"": ""g1.0"", ""content"": ""colored""}, {""id"": ""g1.1"", ""content"": ""orange white brown""}, {""id"": ""g1.2"", ""content"": ""brown""}, {""id"": ""g1.3"", ""content"": ""white""}, {""id"": ""g1.4"", ""content"": ""orange and white""}]]","[""What color is the picture?"", ""What color is the picture?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000174667.jpg""","""What color is the picture?""","[[{""id"":""g0.0"",""content"":""orange""},{""id"":""g0.1"",""content"":""brown, white, orange""}],[{""id"":""g1.0"",""content"":""colored""},{""id"":""g1.1"",""content"":""orange white brown""},{""id"":""g1.2"",""content"":""brown""},{""id"":""g1.3"",""content"":""white""},{""id"":""g1.4"",""content"":""orange and white""}]]","[""What color is the picture?"",""What color is the picture?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
